biologicalSystem	effect	efoId	ensemblId	pmid	ref	symptom	target	uberonCode	url
cardiovascular system	activation_general	HP_0001649	ENSG00000082556	""	HeCaToS	tachycardia	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	HP_0000103	ENSG00000082556	""	HeCaToS	diuresis	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0009867	ENSG00000082556	""	HeCaToS	dysphoria	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	EFO_0009847	ENSG00000082556	""	HeCaToS	dizziness	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	HP_0003401	ENSG00000082556	""	HeCaToS	paresthesia	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000082556	""	HeCaToS	antipruritic effects	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000082556	""	HeCaToS	interaction with dopaminergic transmission and hallucination	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000082556	""	HeCaToS	psychotomimetic effects. In case of mixed (partial) agonist/antagonist analgesic drugs, psychotomimesis is undesirable and serves to limit abuse potential	OPRK1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	""	ENSG00000144891	""	HeCaToS	vasocontriction	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	""	ENSG00000144891	""	HeCaToS	antihypertensive and cardioprotective agent	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0005251	ENSG00000144891	""	HeCaToS	hypotension	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0009869	ENSG00000144891	""	HeCaToS	dry mouth	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	HP_0001959	ENSG00000144891	""	HeCaToS	excessive thirst	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	EFO_0009847	ENSG00000144891	""	HeCaToS	dizziness	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	inhibition_general	HP_0031860	ENSG00000144891	""	HeCaToS	slow or irregular heartbeat	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_0045823	ENSG00000144891	""	HeCaToS	positive inotropy	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
cardiovascular system	activation_general	GO_0008283	ENSG00000144891	""	HeCaToS	cell proliferation and migration	AGTR1	UBERON_0004535	https://www.hecatos.eu/IManager/Download/687/66208/16240/1534958/EN/16240_1534958_NCDS_D1.5_Package_of_predictive_models_of_target-pathway-ADME_activities__M21.pdf
respiratory	activation_acute	HP_0002014	ENSG00000133019	28216264	Lynch et al. (2017)	diarrhea	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	GO_0120061	ENSG00000133019	28216264	Lynch et al. (2017)	decreased gastric emptying	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	HP_0030897	ENSG00000133019	28216264	Lynch et al. (2017)	decreased intestinal transit	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	HP_0002019	ENSG00000133019	28216264	Lynch et al. (2017)	constipation	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	GO_1905747	ENSG00000133019	28216264	Lynch et al. (2017)	decreased salivation	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	EFO_0009869	ENSG00000133019	28216264	Lynch et al. (2017)	dry mouth	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	HP_0011499	ENSG00000133019	28216264	Lynch et al. (2017)	increased pupil diameter	CHRM3	UBERON_0001004	""
respiratory	inhibition_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0001004	""
gastrointestinal	activation_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_0120061	ENSG00000133019	28216264	Lynch et al. (2017)	decreased gastric emptying	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0030897	ENSG00000133019	28216264	Lynch et al. (2017)	decreased intestinal transit	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0002019	ENSG00000133019	28216264	Lynch et al. (2017)	constipation	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	GO_1905747	ENSG00000133019	28216264	Lynch et al. (2017)	decreased salivation	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	EFO_0009869	ENSG00000133019	28216264	Lynch et al. (2017)	dry mouth	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0011499	ENSG00000133019	28216264	Lynch et al. (2017)	increased pupil diameter	CHRM3	UBERON_0005409	""
gastrointestinal	inhibition_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0005409	""
liver	activation_acute	EFO_1000014	ENSG00000133019	28216264	Lynch et al. (2017)	acidosis	CHRM3	UBERON_0002107	""
liver	inhibition_acute	GO_0120061	ENSG00000133019	28216264	Lynch et al. (2017)	decreased gastric emptying	CHRM3	UBERON_0002107	""
liver	inhibition_acute	HP_0030897	ENSG00000133019	28216264	Lynch et al. (2017)	decreased intestinal transit	CHRM3	UBERON_0002107	""
liver	inhibition_acute	HP_0002019	ENSG00000133019	28216264	Lynch et al. (2017)	constipation	CHRM3	UBERON_0002107	""
liver	inhibition_acute	GO_1905747	ENSG00000133019	28216264	Lynch et al. (2017)	decreased salivation	CHRM3	UBERON_0002107	""
liver	inhibition_acute	EFO_0009869	ENSG00000133019	28216264	Lynch et al. (2017)	dry mouth	CHRM3	UBERON_0002107	""
liver	inhibition_acute	HP_0011499	ENSG00000133019	28216264	Lynch et al. (2017)	increased pupil diameter	CHRM3	UBERON_0002107	""
liver	inhibition_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0002107	""
cardiovascular	activation_acute	HP_0030972	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased blood pressure	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_0120061	ENSG00000133019	28216264	Lynch et al. (2017)	decreased gastric emptying	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0030897	ENSG00000133019	28216264	Lynch et al. (2017)	decreased intestinal transit	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0002019	ENSG00000133019	28216264	Lynch et al. (2017)	constipation	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	GO_1905747	ENSG00000133019	28216264	Lynch et al. (2017)	decreased salivation	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	EFO_0009869	ENSG00000133019	28216264	Lynch et al. (2017)	dry mouth	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0011499	ENSG00000133019	28216264	Lynch et al. (2017)	increased pupil diameter	CHRM3	UBERON_0004535	""
cardiovascular	inhibition_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0004535	""
cardiovascular	activation_acute	HP_0001399	ENSG00000133019	28216264	Lynch et al. (2017)	liver failure	CHRM3	UBERON_0004535	""
liver	activation_acute	EFO_0009836	ENSG00000133019	28216264	Lynch et al. (2017)	bronchoconstriction	CHRM3	UBERON_0002107	""
nervous system	activation_acute	HP_0001945	ENSG00000133019	28216264	Lynch et al. (2017)	increased body temperature	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	GO_0120061	ENSG00000133019	28216264	Lynch et al. (2017)	decreased gastric emptying	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	HP_0030897	ENSG00000133019	28216264	Lynch et al. (2017)	decreased intestinal transit	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	HP_0002019	ENSG00000133019	28216264	Lynch et al. (2017)	constipation	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	GO_1905747	ENSG00000133019	28216264	Lynch et al. (2017)	decreased salivation	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	EFO_0009869	ENSG00000133019	28216264	Lynch et al. (2017)	dry mouth	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	HP_0011499	ENSG00000133019	28216264	Lynch et al. (2017)	increased pupil diameter	CHRM3	UBERON_0001016	""
nervous system	inhibition_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0001016	""
nervous system	activation_acute	HP_0002014	ENSG00000133019	28216264	Lynch et al. (2017)	diarrhea	CHRM3	UBERON_0001016	""
respiratory	activation_acute	EFO_0009836	ENSG00000133019	28216264	Lynch et al. (2017)	bronchoconstriction	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	Orphanet_98578	ENSG00000133019	28216264	Lynch et al. (2017)	ptosis	CHRM3	UBERON_0004535	""
liver	activation_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0002107	""
gastrointestinal	activation_acute	Orphanet_98578	ENSG00000133019	28216264	Lynch et al. (2017)	ptosis	CHRM3	UBERON_0005409	""
gastrointestinal	activation_acute	""	ENSG00000133019	28216264	Lynch et al. (2017)	frothing	CHRM3	UBERON_0005409	""
cardiovascular	activation_acute	GO_2000428	ENSG00000133019	28216264	Lynch et al. (2017)	neutrophil collection within the sinusoids	CHRM3	UBERON_0004535	""
respiratory	activation_acute	HP_0000975	ENSG00000133019	28216264	Lynch et al. (2017)	sweating	CHRM3	UBERON_0001004	""
respiratory	activation_acute	HP_0012735	ENSG00000133019	28216264	Lynch et al. (2017)	cough	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	EFO_0009846	ENSG00000133019	28216264	Lynch et al. (2017)	muscle cramps	CHRM3	UBERON_0004535	""
liver	activation_acute	HP_0032155	ENSG00000133019	28216264	Lynch et al. (2017)	abdominal cramps	CHRM3	UBERON_0002107	""
liver	activation_acute	EFO_0009846	ENSG00000133019	28216264	Lynch et al. (2017)	muscle cramps	CHRM3	UBERON_0002107	""
respiratory	activation_acute	EFO_1000014	ENSG00000133019	28216264	Lynch et al. (2017)	acidosis	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	HP_0032155	ENSG00000133019	28216264	Lynch et al. (2017)	abdominal cramps	CHRM3	UBERON_0004535	""
cardiovascular	activation_acute	""	ENSG00000133019	28216264	Lynch et al. (2017)	frothing	CHRM3	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0032155	ENSG00000133019	28216264	Lynch et al. (2017)	abdominal cramps	CHRM3	UBERON_0005409	""
nervous system	activation_acute	EFO_0009840	ENSG00000133019	28216264	Lynch et al. (2017)	increased respiratory rate	CHRM3	UBERON_0001016	""
nervous system	activation_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0001016	""
liver	activation_acute	HP_0002014	ENSG00000133019	28216264	Lynch et al. (2017)	diarrhea	CHRM3	UBERON_0002107	""
cardiovascular	activation_acute	EFO_0009840	ENSG00000133019	28216264	Lynch et al. (2017)	increased respiratory rate	CHRM3	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0030972	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased blood pressure	CHRM3	UBERON_0005409	""
liver	activation_acute	HP_0001945	ENSG00000133019	28216264	Lynch et al. (2017)	increased body temperature	CHRM3	UBERON_0002107	""
liver	activation_acute	EFO_0009840	ENSG00000133019	28216264	Lynch et al. (2017)	increased respiratory rate	CHRM3	UBERON_0002107	""
nervous system	activation_acute	EFO_0001421	ENSG00000133019	28216264	Lynch et al. (2017)	centrilobular liver congestion	CHRM3	UBERON_0001016	""
gastrointestinal	activation_acute	EFO_0001421	ENSG00000133019	28216264	Lynch et al. (2017)	centrilobular liver congestion	CHRM3	UBERON_0005409	""
gastrointestinal	activation_acute	EFO_0009836	ENSG00000133019	28216264	Lynch et al. (2017)	bronchoconstriction	CHRM3	UBERON_0005409	""
liver	activation_acute	HP_0000737	ENSG00000133019	28216264	Lynch et al. (2017)	irritability	CHRM3	UBERON_0002107	""
nervous system	activation_acute	HP_0012735	ENSG00000133019	28216264	Lynch et al. (2017)	cough	CHRM3	UBERON_0001016	""
respiratory	activation_acute	Orphanet_98578	ENSG00000133019	28216264	Lynch et al. (2017)	ptosis	CHRM3	UBERON_0001004	""
gastrointestinal	activation_acute	HP_0025428	ENSG00000133019	28216264	Lynch et al. (2017)	bronchospasm	CHRM3	UBERON_0005409	""
respiratory	activation_acute	EFO_0009840	ENSG00000133019	28216264	Lynch et al. (2017)	increased respiratory rate	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	HP_0000632	ENSG00000133019	28216264	Lynch et al. (2017)	lacrimation	CHRM3	UBERON_0004535	""
liver	activation_acute	HP_0000632	ENSG00000133019	28216264	Lynch et al. (2017)	lacrimation	CHRM3	UBERON_0002107	""
respiratory	activation_acute	HP_0031860	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased heart rate	CHRM3	UBERON_0001004	""
gastrointestinal	activation_acute	HP_0012735	ENSG00000133019	28216264	Lynch et al. (2017)	cough	CHRM3	UBERON_0005409	""
liver	activation_acute	HP_0012735	ENSG00000133019	28216264	Lynch et al. (2017)	cough	CHRM3	UBERON_0002107	""
liver	activation_acute	Orphanet_98578	ENSG00000133019	28216264	Lynch et al. (2017)	ptosis	CHRM3	UBERON_0002107	""
respiratory	activation_acute	HP_0000632	ENSG00000133019	28216264	Lynch et al. (2017)	lacrimation	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	HP_0000737	ENSG00000133019	28216264	Lynch et al. (2017)	irritability	CHRM3	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0002014	ENSG00000133019	28216264	Lynch et al. (2017)	diarrhea	CHRM3	UBERON_0005409	""
liver	activation_acute	HP_0000975	ENSG00000133019	28216264	Lynch et al. (2017)	sweating	CHRM3	UBERON_0002107	""
nervous system	activation_acute	EFO_0009637	ENSG00000133019	28216264	Lynch et al. (2017)	pleural effusions	CHRM3	UBERON_0001016	""
respiratory	activation_acute	HP_0025428	ENSG00000133019	28216264	Lynch et al. (2017)	bronchospasm	CHRM3	UBERON_0001004	""
respiratory	activation_acute	""	ENSG00000133019	28216264	Lynch et al. (2017)	frothing	CHRM3	UBERON_0001004	""
liver	activation_acute	EFO_0009852	ENSG00000133019	28216264	Lynch et al. (2017)	exhaustion	CHRM3	UBERON_0002107	""
cardiovascular	activation_acute	GO_0046878	ENSG00000133019	28216264	Lynch et al. (2017)	increased salivation	CHRM3	UBERON_0004535	""
liver	activation_acute	GO_0046878	ENSG00000133019	28216264	Lynch et al. (2017)	increased salivation	CHRM3	UBERON_0002107	""
liver	activation_acute	HP_0031860	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased heart rate	CHRM3	UBERON_0002107	""
gastrointestinal	activation_acute	HP_0001399	ENSG00000133019	28216264	Lynch et al. (2017)	liver failure	CHRM3	UBERON_0005409	""
gastrointestinal	activation_acute	EFO_0009852	ENSG00000133019	28216264	Lynch et al. (2017)	exhaustion	CHRM3	UBERON_0005409	""
nervous system	activation_acute	HP_0031860	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased heart rate	CHRM3	UBERON_0001016	""
respiratory	activation_acute	EFO_0001421	ENSG00000133019	28216264	Lynch et al. (2017)	centrilobular liver congestion	CHRM3	UBERON_0001004	""
liver	activation_acute	HP_0030972	ENSG00000133019	28216264	Lynch et al. (2017)	increased/decreased blood pressure	CHRM3	UBERON_0002107	""
liver	activation_acute	""	ENSG00000133019	28216264	Lynch et al. (2017)	frothing	CHRM3	UBERON_0002107	""
respiratory	activation_acute	HP_0000622	ENSG00000133019	28216264	Lynch et al. (2017)	blurred vision	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	EFO_1000014	ENSG00000133019	28216264	Lynch et al. (2017)	acidosis	CHRM3	UBERON_0004535	""
gastrointestinal	activation_acute	EFO_1000014	ENSG00000133019	28216264	Lynch et al. (2017)	acidosis	CHRM3	UBERON_0005409	""
nervous system	activation_acute	Orphanet_98578	ENSG00000133019	28216264	Lynch et al. (2017)	ptosis	CHRM3	UBERON_0001016	""
nervous system	activation_acute	HP_0032155	ENSG00000133019	28216264	Lynch et al. (2017)	abdominal cramps	CHRM3	UBERON_0001016	""
nervous system	activation_acute	""	ENSG00000133019	28216264	Lynch et al. (2017)	bronchorrhea	CHRM3	UBERON_0001016	""
nervous system	activation_acute	GO_2000428	ENSG00000133019	28216264	Lynch et al. (2017)	neutrophil collection within the sinusoids	CHRM3	UBERON_0001016	""
respiratory	activation_acute	EFO_0009637	ENSG00000133019	28216264	Lynch et al. (2017)	pleural effusions	CHRM3	UBERON_0001004	""
cardiovascular	activation_acute	EFO_0001421	ENSG00000133019	28216264	Lynch et al. (2017)	centrilobular liver congestion	CHRM3	UBERON_0004535	""
gastrointestinal	activation_acute	HP_0000632	ENSG00000133019	28216264	Lynch et al. (2017)	lacrimation	CHRM3	UBERON_0005409	""
