BIOENTITY	SEMANTIC_TAG	STUDY	ANNOTATOR	ANNOTATION_DATE
Union#D069#D06.9 Cervix| unspecified	EFO_0001061	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D07#D07 Carcinoma in situ of other and unspecified genital organs	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D071#D07.1 Vulva	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D074#D07.4 Penis	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D075#D07.5 Prostate	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D09#D09 Carcinoma in situ of other and unspecified sites	EFO_0000313	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D090#D09.0 Bladder	EFO_0000313	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D091#D09.1 Other and unspecified urinary organs	EFO_0000313	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D10#D10 Benign neoplasm of mouth and pharynx	EFO_0003868	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D100#D10.0 Lip	EFO_0003868	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D101#D10.1 Tongue	EFO_0003868	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D103#D10.3 Other and unspecified parts of mouth	EFO_0003868	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D11#D11 Benign neoplasm of major salivary glands	EFO_0003826	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D110#D11.0 Parotid gland	EFO_0003826	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D119#D11.9 Major salivary gland| unspecified	EFO_0003826	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D12#D12 Benign neoplasm of colon| rectum| anus and anal canal	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D120#D12.0 Caecum	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D121#D12.1 Appendix	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D122#D12.2 Ascending colon	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D123#D12.3 Transverse colon	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D124#D12.4 Descending colon	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D125#D12.5 Sigmoid colon	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D126#D12.6 Colon| unspecified	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D127#D12.7 Rectosigmoid junction	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D128#D12.8 Rectum	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D129#D12.9 Anus and anal canal	EFO_0003835	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D13#D13 Benign neoplasm of other and ill-defined parts of digestive system	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D130#D13.0 Oesophagus	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D131#D13.1 Stomach	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D132#D13.2 Duodenum	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D133#D13.3 Other and unspecified parts of small intestine	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D134#D13.4 Liver	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D135#D13.5 Extrahepatic bile ducts	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D136#D13.6 Pancreas	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D14#D14 Benign neoplasm of middle ear and respiratory system	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D140#D14.0 Middle ear| nasal cavity and accessory sinuses	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D141#D14.1 Larynx	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D143#D14.3 Bronchus and lung	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D15#D15 Benign neoplasm of other and unspecified intrathoracic organs	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D151#D15.1 Heart	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D16#D16 Benign neoplasm of bone and articular cartilage	EFO_0003820	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D161#D16.1 Short bones of upper limb	EFO_0003820	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D162#D16.2 Long bones of lower limb	EFO_0003820	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D163#D16.3 Short bones of lower limb	EFO_0003820	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D164#D16.4 Bones of skull and face	EFO_0003820	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D17#D17 Benign lipomatous neoplasm	EFO_0000759	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D170#D17.0 Benign lipomatous neoplasm of skin and subcutaneous tissue of head| face and neck	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D171#D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D172#D17.2 Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D173#D17.3 Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D175#D17.5 Benign lipomatous neoplasm of intra-abdominal organs	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D176#D17.6 Benign lipomatous neoplasm of spermatic cord	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D177#D17.7 Benign lipomatous neoplasm of other sites	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D179#D17.9 Benign lipomatous neoplasm| unspecified	MONDO_0044983	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D18#D18 Haemangioma and lymphangioma| any site	EFO_1000635	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D180#D18.0 Haemangioma| any site	EFO_1000635	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D181#D18.1 Lymphangioma| any site	MONDO_0002013	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D21#D21 Other benign neoplasms of connective and other soft tissue	EFO_1000541	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D210#D21.0 Connective and other soft tissue of head| face and neck	EFO_1000541	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D211#D21.1 Connective and other soft tissue of upper limb| including shoulder	EFO_1000541	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D212#D21.2 Connective and other soft tissue of lower limb| including hip	EFO_1000541	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D215#D21.5 Connective and other soft tissue of pelvis	EFO_1000541	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D22#D22 Melanocytic naevi	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D220#D22.0 Melanocytic naevi of lip	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D221#D22.1 Melanocytic naevi of eyelid| including canthus	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D222#D22.2 Melanocytic naevi of ear and external auricular canal	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D223#D22.3 Melanocytic naevi of other and unspecified parts of face	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D224#D22.4 Melanocytic naevi of scalp and neck	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D225#D22.5 Melanocytic naevi of trunk	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D226#D22.6 Melanocytic naevi of upper limb| including shoulder	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D227#D22.7 Melanocytic naevi of lower limb| including hip	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D229#D22.9 Melanocytic naevi| unspecified	EFO_0009675	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D23#D23 Other benign neoplasms of skin	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D230#D23.0 Skin of lip	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D231#D23.1 Skin of eyelid| including canthus	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D232#D23.2 Skin of ear and external auricular canal	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D233#D23.3 Skin of other and unspecified parts of face	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D234#D23.4 Skin of scalp and neck	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D235#D23.5 Skin of trunk	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D236#D23.6 Skin of upper limb| including shoulder	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D237#D23.7 Skin of lower limb| including hip	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D239#D23.9 Skin| unspecified	EFO_0004198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D24#D24 Benign neoplasm of breast	EFO_0003869	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D25#D25 Leiomyoma of uterus	HP_0000131	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D250#D25.0 Submucous leiomyoma of uterus	MONDO_0001572	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D251#D25.1 Intramural leiomyoma of uterus	MONDO_0001572	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D252#D25.2 Subserosal leiomyoma of uterus	MONDO_0001572	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D259#D25.9 Leiomyoma of uterus| unspecified	HP_0000131	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D26#D26 Other benign neoplasms of uterus	EFO_0003859	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D260#D26.0 Cervix uteri	EFO_0003859	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D261#D26.1 Corpus uteri	EFO_0003859	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D269#D26.9 Uterus| unspecified	EFO_0003859	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D27#D27 Benign neoplasm of ovary	EFO_1000116	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D28#D28 Benign neoplasm of other and unspecified female genital organs	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D280#D28.0 Vulva	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D282#D28.2 Uterine tubes and ligaments	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D29#D29 Benign neoplasm of male genital organs	EFO_0007355	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D291#D29.1 Prostate	EFO_0007355	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D30#D30 Benign neoplasm of urinary organs	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D300#D30.0 Kidney	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D303#D30.3 Bladder	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D31#D31 Benign neoplasm of eye and adnexa	EFO_0009546	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D310#D31.0 Conjunctiva	EFO_0009546	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D313#D31.3 Choroid	EFO_0009546	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D32#D32 Benign neoplasm of meninges	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D320#D32.0 Cerebral meninges	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D321#D32.1 Spinal meninges	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D329#D32.9 Meninges| unspecified	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D33#D33 Benign neoplasm of brain and other parts of central nervous system	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D332#D33.2 Brain| unspecified	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D333#D33.3 Cranial nerves	EFO_1000107	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D34#D34 Benign neoplasm of thyroid gland	EFO_1000122	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D35#D35 Benign neoplasm of other and unspecified endocrine glands	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D350#D35.0 Adrenal gland	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D351#D35.1 Parathyroid gland	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D352#D35.2 Pituitary gland	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D36#D36 Benign neoplasm of other and unspecified sites	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D360#D36.0 Lymph nodes	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D361#D36.1 Peripheral nerves and autonomic nervous system	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D367#D36.7 Other specified sites	EFO_0002422	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D37#D37 Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D370#D37.0 Lip| oral cavity and pharynx	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D371#D37.1 Stomach	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D372#D37.2 Small intestine	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D373#D37.3 Appendix	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D374#D37.4 Colon	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D375#D37.5 Rectum	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D376#D37.6 Liver| gallbladder and bile ducts	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D377#D37.7 Other digestive organs	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D379#D37.9 Digestive organ| unspecified	EFO_0008549	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D38#D38 Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D381#D38.1 Trachea| bronchus and lung	EFO_0003853	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D39#D39 Neoplasm of uncertain or unknown behaviour of female genital organs	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D390#D39.0 Uterus	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D391#D39.1 Ovary	EFO_1001331	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D40#D40 Neoplasm of uncertain or unknown behaviour of male genital organs	EFO_0007355	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D400#D40.0 Prostate	EFO_0007355	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D401#D40.1 Testis	EFO_0007355	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D41#D41 Neoplasm of uncertain or unknown behaviour of urinary organs	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D410#D41.0 Kidney	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D414#D41.4 Bladder	EFO_0003863	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D43#D43 Neoplasm of uncertain or unknown behaviour of brain and central nervous system	EFO_1000158	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D430#D43.0 Brain| supratentorial	EFO_1000158	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D432#D43.2 Brain| unspecified	EFO_1000158	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D44#D44 Neoplasm of uncertain or unknown behaviour of endocrine glands	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D443#D44.3 Pituitary gland	EFO_0003769	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D45#D45 Polycythaemia vera	EFO_0002429	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D46#D46 Myelodysplastic syndromes	EFO_0000198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D462#D46.2 Refractory anaemia with excess of blasts	EFO_0003811	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D465#D46.5 Refractory anaemia with multi-lineage dysplasia	EFO_0003802	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D469#D46.9 Myelodysplastic syndrome| unspecified	EFO_0000198	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D47#D47 Other neoplasms of uncertain or unknown behaviour of lymphoid| haematopoietic and related tissue	EFO_0001642|EFO_1000201	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D471#D47.1 Chronic myeloproliferative disease	EFO_0002428	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D472#D47.2 Monoclonal gammopathy	EFO_0000203	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D473#D47.3 Essential (haemorrhagic) thrombocythaemia	EFO_0000479	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D474#D47.4 Osteomyelofibrosis	EFO_0002430	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D479#D47.9 Neoplasm of uncertain or unknown behaviour of lymphoid| haematopoietic and related tissue| unspecified	EFO_0001642|EFO_1000201	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D48#D48 Neoplasm of uncertain or unknown behaviour of other and unspecified sites	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D480#D48.0 Bone and articular cartilage	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D481#D48.1 Connective and other soft tissue	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D485#D48.5 Skin	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D486#D48.6 Breast	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Union#D487#D48.7 Other specified sites	EFO_0000616	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40001#ChapterIII#Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40002#BlockD60-D64#D60-D64 Aplastic and other anaemias	HP_0001915	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40002#BlockD70-D77#D70-D77 Other diseases of blood and blood-forming organs	EFO_0005803	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40002#ChapterIII#Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
40002#D70#D70 Agranulocytosis	HP_0012234	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D50 (iron deficiency anaemia)	HP_0001891	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D51 (vitamin b12 deficiency anaemia)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D52 (folate deficiency anaemia)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D53 (other nutritional anaemias)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D56 (thalassaemia)	EFO_1001996	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D58 (other hereditary haemolytic anaemias)	EFO_0005558	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D59 (acquired haemolytic anaemia)	EFO_0005558	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D61 (other aplastic anaemias)	HP_0001915	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D62 (acute posthaemorrhagic anaemia)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D63 (anaemia in chronic diseases classified elsewhere)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D64 (other anaemias)	MONDO_0002280	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D65 (disseminated intravascular coagulation [defibrination syndrome])	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D66 (hereditary factor viii deficiency)	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D68 (other coagulation defects)	EFO_0005803	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D69 (purpura and other haemorrhagic conditions)	HP_0000979	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D70 (agranulocytosis)	HP_0012234	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D72 (other disorders of white blood cells)	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D73 (diseases of spleen)	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D75 (other diseases of blood and blood-forming organs)	EFO_0005803	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D76 (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)	EFO_0005803	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
Source of report of D80 (immunodeficiency with predominantly antibody defects)	EFO_0000540	AstraZeneca PheWAS Portal	GWAS Catalog	2022-06-10
