Phewas_string	EFO_id	EFO_label
Symptoms affecting skin	http://www.ebi.ac.uk/efo/EFO_0000701	skin disease
Symptoms and disorders of the joints	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Symptoms involving cardiovascular system	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease
Symptoms involving digestive system	http://www.ebi.ac.uk/efo/EFO_0000405	digestive system disease 
Symptoms involving female genital tract	http://www.ebi.ac.uk/efo/EFO_0009549	female reproductive system disease
Symptoms involving head and neck	http://www.ebi.ac.uk/efo/EFO_0000524	head and neck disorder
Symptoms involving nervous and musculoskeletal systems	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Symptoms involving nervous and musculoskeletal systems	http://www.ebi.ac.uk/efo/EFO_0009676	musculoskeletal system disease
Symptoms involving respiratory system and other chest symptoms	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease
Symptoms of the muscles	http://www.ebi.ac.uk/efo/EFO_0002970	muscular disease
Syncope and collapse	http://purl.obolibrary.org/obo/HP_0001279	syncope
Synoviopathy	http://purl.obolibrary.org/obo/MONDO_0056799	synovium disease
Systemic lupus erythematosus	http://www.ebi.ac.uk/efo/EFO_0002690	systemic lupus erythematosus
Systemic sclerosis	http://www.ebi.ac.uk/efo/EFO_0000717	systemic scleroderma
Tachycardia NOS	http://purl.obolibrary.org/obo/HP_0001649	Tachycardia
Temporomandibular joint disorder, unspecified	http://www.ebi.ac.uk/efo/EFO_0005279	temporomandibular joint disorder
Temporomandibular joint disorders	http://www.ebi.ac.uk/efo/EFO_0005279	temporomandibular joint disorder
Tension headache	http://purl.obolibrary.org/obo/HP_0012228	Tension-type headache
Testicular dysfunction	http://www.ebi.ac.uk/efo/EFO_0009601	testicular disease 
Testicular hypofunction	http://www.ebi.ac.uk/efo/EFO_0009601	testicular disease 
Thoracic or lumbosacral neuritis or radiculitis, unspecified	http://purl.obolibrary.org/obo/MONDO_0002122	neuritis
Thoracic or lumbosacral neuritis or radiculitis, unspecified	http://purl.obolibrary.org/obo/MONDO_0021765	radiculitis
Throat pain	http://www.ebi.ac.uk/efo/EFO_0003843	pain
Thrombocytopenia	http://purl.obolibrary.org/obo/HP_0001873	thrombocytopenia
Thyroid cancer	http://purl.obolibrary.org/obo/MONDO_0002108	thyroid cancer
Thyroiditis	http://purl.obolibrary.org/obo/MONDO_0004126	thyroiditis (disease)
Thyrotoxicosis with or without goiter	http://www.ebi.ac.uk/efo/EFO_0009190	Thyrotoxicosis
Tinnitus	http://purl.obolibrary.org/obo/HP_0000360	tinnitus
Tobacco use disorder	http://www.ebi.ac.uk/efo/EFO_0003768	nicotine dependence
Torsion dystonia	http://purl.obolibrary.org/obo/HP_0001304	Torsion dystonia
Torticollis	http://purl.obolibrary.org/obo/HP_0000473	Torticollis
Toxic effect of venom	http://www.ebi.ac.uk/efo/EFO_0008546	poisoning
Toxic erythema	NEW TERM REQUEST	Erythema Toxicum
Toxic multinodular goiter	http://www.ebi.ac.uk/efo/EFO_0009191	Toxic Nodular Goiter
Transient alteration of awareness	 http://purl.obolibrary.org/obo/HP_0011446	Abnormality of higher mental function
Transient cerebral ischemia	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack
Traumatic arthropathy	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Trigeminal nerve disorders [CN5]	http://www.ebi.ac.uk/efo/EFO_0009569	trigeminal nerve disease
Tuberculosis	http://www.orpha.net/ORDO/Orphanet_3389	Tuberculosis
Type 1 diabetes	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus
Type 1 diabetes with neurological manifestations	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Type 1 diabetes with neurological manifestations	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus
Type 1 diabetes with ophthalmic manifestations	http://www.ebi.ac.uk/efo/EFO_0003966	eye disease
Type 1 diabetes with ophthalmic manifestations	http://www.ebi.ac.uk/efo/EFO_0001359	type I diabetes mellitus
Type 1 diabetes with renal manifestations	http://www.ebi.ac.uk/efo/EFO_0004996	type 1 diabetes nephropathy
Type 2 diabetes	http://www.ebi.ac.uk/efo/EFO_0001360	type II diabetes mellitus
Type 2 diabetes with neurological manifestations	http://www.ebi.ac.uk/efo/EFO_0001360	type II diabetes mellitus
Type 2 diabetes with neurological manifestations	http://www.ebi.ac.uk/efo/EFO_0000618	nervous system disease
Type 2 diabetes with ophthalmic manifestations	http://www.ebi.ac.uk/efo/EFO_0001360	type II diabetes mellitus
Type 2 diabetes with ophthalmic manifestations	http://www.ebi.ac.uk/efo/EFO_0003966	eye disease
Type 2 diabetes with renal manifestations	http://www.ebi.ac.uk/efo/EFO_0004997	type 2 diabetes nephropathy
Ulcer of esophagus	http://purl.obolibrary.org/obo/MONDO_0044782	esophageal ulcer 
Ulceration of intestine	http://purl.obolibrary.org/obo/MPATH_579	Ulcer
Ulceration of the lower GI tract	http://purl.obolibrary.org/obo/MPATH_579	Ulcer
Ulcerative colitis	http://www.ebi.ac.uk/efo/EFO_0000729	ulcerative colitis
Umbilical hernia	http://purl.obolibrary.org/obo/HP_0001537	Umbilical hernia
Unequal leg length (acquired)	http://purl.obolibrary.org/obo/HP_0100559	Lower limb asymmetry
Unspecified disorder of lipoid metabolism	http://www.orpha.net/ORDO/Orphanet_309005	Disorder of lipid metabolism
Unspecified erythematous condition	http://purl.obolibrary.org/obo/HP_0010783	Erythema
Unspecified monoarthritis	http://www.ebi.ac.uk/efo/EFO_0005856	arthritis
Unspecified osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis
Unspecified polyarthropathy or polyarthritis	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Unspecified polyarthropathy or polyarthritis	http://www.ebi.ac.uk/efo/EFO_0005856	arthritis
Unspecified polyarthropathy or polyarthritis involving multiple sites	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease
Unspecified polyarthropathy or polyarthritis involving multiple sites	http://www.ebi.ac.uk/efo/EFO_0005856	arthritis
Unstable angina (intermediate coronary syndrome)	http://www.ebi.ac.uk/efo/EFO_1000985	intermediate coronary syndrome
Upper gastrointestinal congenital anomalies	http://www.ebi.ac.uk/efo/EFO_0010282	Gastointestinal disease
Urethral hypermobility/ISD	http://www.ebi.ac.uk/efo/EFO_0009689	urethral disease
Urethral hypermobility/ISD	http://purl.obolibrary.org/obo/MONDO_0001721	urethral intrinsic sphincter deficiency
Urethral stricture (not specified as infectious)	http://purl.obolibrary.org/obo/HP_0012227	Urethral stricture
Urethritis and urethral syndrome	http://www.ebi.ac.uk/efo/EFO_0003878	urethritis
Urethritis and urethral syndrome	http://purl.obolibrary.org/obo/MONDO_0001730	urethral syndrome
Urinary calculus	http://purl.obolibrary.org/obo/MONDO_0024647	urolithiasis
Urinary complications NEC	http://www.ebi.ac.uk/efo/EFO_0009690	urinary system disease
Urinary incontinence	http://purl.obolibrary.org/obo/HP_0000020	Urinary incontinence
Urinary obstruction	http://www.ebi.ac.uk/efo/EFO_0009571	urinary tract obstruction
Urinary tract infection	http://www.ebi.ac.uk/efo/EFO_0003103	urinary tract infection
Urticaria	http://www.ebi.ac.uk/efo/EFO_0005531	urticaria
Uterine leiomyoma	http://purl.obolibrary.org/obo/HP_0000131	Uterine leiomyoma
Uterine/Uterovaginal prolapse	http://www.ebi.ac.uk/efo/EFO_1001864	uterine prolapse
Uterine/Uterovaginal prolapse	http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse
Uveitis, noninfectious or NOS	http://www.ebi.ac.uk/efo/EFO_1001231	uveitis
Vaginal enterocele, congenital or acquired	http://purl.obolibrary.org/obo/MONDO_0001589	vaginal enterocele
Vaginitis and vulvovaginitis	http://purl.obolibrary.org/obo/MONDO_0002234	Vaginitis
Vaginitis and vulvovaginitis	http://www.ebi.ac.uk/efo/EFO_1001240	vulvovaginitis
Valvular heart disease/ heart chambers	http://www.ebi.ac.uk/efo/EFO_0009551	heart valve disease
Varicose veins	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins
Varicose veins of lower extremity	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins
Varicose veins of lower extremity, symptomtic	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins
Vascular complications of surgery and medical procedures	http://www.ebi.ac.uk/efo/EFO_0009518	complication
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia
Vascular disorders of kidney/hypertrophy	http://www.ebi.ac.uk/efo/EFO_0003086	kidney disease
Vascular disorders of kidney/hypertrophy	http://www.ebi.ac.uk/efo/EFO_0004264	vascular disease
Vascular disorders of penis	http://purl.obolibrary.org/obo/MONDO_0022293	vascular disorder of penis
Vascular insufficiency of intestine	http://purl.obolibrary.org/obo/MONDO_0020674	vascular insufficiency disorder
Vascular insufficiency of intestine	http://www.ebi.ac.uk/efo/EFO_0009431	intestinal disease
Ventral hernia	http://www.ebi.ac.uk/efo/EFO_1001866	ventral hernia
Ventricular fibrillation and flutter	http://www.ebi.ac.uk/efo/EFO_0004287	ventricular fibrillation
Ventricular fibrillation and flutter	http://purl.obolibrary.org/obo/HP_0011841	Ventricular flutter 
Vertiginous syndromes and other disorders of vestibular system	http://purl.obolibrary.org/obo/HP_0002321	vertigo
Vertiginous syndromes and other disorders of vestibular system	http://www.ebi.ac.uk/efo/EFO_0009691	vestibular disease
Viral Enteritis	http://purl.obolibrary.org/obo/MONDO_0043579	enteritis
Viral hepatitis	http://www.ebi.ac.uk/efo/EFO_0007540	viral hepatitis
Viral hepatitis C	http://www.ebi.ac.uk/efo/EFO_0003047	hepatitis C infection
Viral infection	http://www.ebi.ac.uk/efo/EFO_0000763	viral disease
Viral pneumonia	http://www.ebi.ac.uk/efo/EFO_0007541	viral pneumonia
Viral warts & HPV	http://www.ebi.ac.uk/efo/EFO_0009662	common wart
Viral warts & HPV	http://www.ebi.ac.uk/efo/EFO_0001668	human papilloma virus infection
Visual disturbances	http://purl.obolibrary.org/obo/HP_0000505	Visual impairment
Visual field defects	http://purl.obolibrary.org/obo/HP_0001123	Visual field defect
Vitamin B-complex deficiencies	http://www.ebi.ac.uk/efo/EFO_0000734	vitamin B12 deficiency
Vitamin D deficiency	http://www.ebi.ac.uk/efo/EFO_0003762	vitamin D deficiency
Vitamin deficiency	http://www.ebi.ac.uk/efo/EFO_0005878	vitamin deficiency
Voice disturbance	http://www.ebi.ac.uk/efo/EFO_0009692	voice disturbance
Wheezing	http://www.ebi.ac.uk/efo/EFO_0009715	Wheezing
